Mã MH,Tên MH,Số tín chỉ,Nhóm lớp,DK/ Sĩ số,Ngôn ngữ,Nhóm LT,Giảng viên,Nhóm BT,Giảng viên BT/TN,Sĩ số LT,Thứ(Buổi 1),Tiết(Buổi 1),Phòng(Buổi 1),CS(Buổi 1),Thứ(Buổi 2),Tiết(Buổi 2),Phòng(Buổi 2),CS(Buổi 2),Thứ(Buổi 3),Tiết(Buổi 3),Phòng(Buổi 3),CS(Buổi 3)
EN2051 ,Độc học môi trường,3.0,L01_L02,20/20,V,L01,,L02,,40,Thứ 4 ,2 3 4 5 6,H2-701 ,2 ,Thứ 4 ,8 9,H1-305 ,2 ,,,,
EN3001 ,Kỹ thuật xử lý khí thải,4.0,L01_L01,24/30,V,L01, ,L01, ,90,Thứ 4 ,8 9 10 11 12,H2-709 ,2 ,Thứ 6 ,4 5 6,H3-104 ,2 ,,,,
EN3001 ,Kỹ thuật xử lý khí thải,4.0,L01_L02,9/30,V,L01, ,L02, ,90,Thứ 2 ,8 9 10 11 12,H2-709 ,2 ,Thứ 6 ,4 5 6,H3-104 ,2 ,,,,
EN3001 ,Kỹ thuật xử lý khí thải,4.0,L01_L03,20/30,V,L01, ,L03, ,90,Thứ 6 ,4 5 6,H3-104 ,2 ,Thứ 6 ,8 9 10 11 12,H2-709 ,2 ,,,,
EN3003 ,Ud Gis &vt Trong Qltn&mt,3.0,CC01_CC01,9/25,V,CC01, ,CC01, ,25,Thứ 4 ,7 8 9 10 11,H2-711 ,2 ,Thứ 6 ,2 3,C5-401 ,1 ,,,,
EN3003 ,Ud Gis &vt Trong Qltn&mt,3.0,L01_L01,18/25,V,L01, ,L01, ,50,Thứ 2 ,8 9 10 11 12,H2-711 ,2 ,Thứ 6 ,8 9,H1-312 ,2 ,,,,
EN3003 ,Ud Gis &vt Trong Qltn&mt,3.0,L01_L02,14/25,V,L01, ,L02, ,50,Thứ 4 ,2 3 4 5 6,H2-711 ,2 ,Thứ 6 ,8 9,H1-312 ,2 ,,,,
EN3005 ,Ky Thuat Xu Ly Nuoc Cap,4.0,L01_L01,3/20,V,L01,,L01,,40,Thứ 2 ,7 8 9,H3-302 ,2 ,Thứ 3 ,2 3 4 5 6,H2-709 ,2 ,,,,
EN3005 ,Ky Thuat Xu Ly Nuoc Cap,4.0,L01_L02,0/20,V,L01,,L02,,40,Thứ 2 ,7 8 9,H3-302 ,2 ,Thứ 3 ,7 8 9 10 11,H2-709 ,2 ,,,,
EN3013 ,Kỹ thuật xử lý nước thải,4.0,L01_L01,2/30,V,L01,,L01,,30,Thứ 2 ,10 11 12,H1-801 ,2 ,Thứ 5 ,7 8 9 10 11,H2-709 ,2 ,,,,
EN3027 ,Kỹ thuật xl chất thảirắn,4.0,L01_L01,25/25,V,L01, ,L01, ,75,Thứ 2 ,4 5,H6-504 ,2 ,Thứ 2 ,8 9 10 11 12,H2-701 ,2 ,,,,
EN3027 ,Kỹ thuật xl chất thảirắn,4.0,L01_L02,19/25,V,L01, ,L02, ,75,Thứ 2 ,4 5,H6-504 ,2 ,Thứ 6 ,8 9 10 11 12,H2-701 ,2 ,,,,
EN3027 ,Kỹ thuật xl chất thảirắn,4.0,L01_L03,9/25,V,L01, ,L03, ,75,Thứ 2 ,4 5,H6-504 ,2 ,Thứ 4 ,8 9 10 11 12,H2-701 ,2 ,,,,
EN3075 ,"Kt xlý nướccấp, nướcthải",4.0,L01_L01,15/20,V,L01,,L01,,20,Thứ 5 ,2 3 4 5 6,H2-709 ,2 ,Thứ 6 ,7 8 9,H1-306 ,2 ,,,,
EN3087 ,Biến đổi khí hậu,3.0,CC01_CC01,18/45,V,CC01, ,CC01, ,45,Thứ 4 ,7 8,A4-410 ,1 ,Thứ 7 ,2 3,B4-301 ,1 ,,,,
EN3087 ,Biến đổi khí hậu,3.0,L01_L01,24/60,V,L01, ,L01, ,60,Thứ 3 ,7 8,H1-213 ,2 ,Thứ 4 ,7 8,H1-203 ,2 ,,,,
EN3087 ,Biến đổi khí hậu,3.0,L02_L02,55/60,V,L02, ,L02, ,60,Thứ 3 ,7 8,H1-213 ,2 ,Thứ 5 ,4 5,H2-405 ,2 ,,,,
EN3089 ,Quản lý vùng bờ,3.0,CC01_CC01,0/45,V,CC01, ,CC01, ,45,Thứ 3 ,7 8,B4-303 ,1 ,Thứ 4 ,5 6,C5-302 ,1 ,,,,
EN3089 ,Quản lý vùng bờ,3.0,L01_L01,0/60,V,L01, ,L01, ,60,Thứ 3 ,7 8,H1-203 ,2 ,Thứ 4 ,10 11,H6-214 ,2 ,,,,
EN3097 ,Lợi ích &nh của vt tmtn,3.0,L01_L01,0/30,V,L01, ,L01, ,60,Thứ 2 ,8 9 10 11 12,H2-702 ,2 ,Thứ 4 ,8 9,H1-106 ,2 ,,,,
EN3097 ,Lợi ích &nh của vt tmtn,3.0,L01_L02,0/30,V,L01, ,L02, ,60,Thứ 3 ,8 9 10 11 12,H2-702 ,2 ,Thứ 4 ,8 9,H1-106 ,2 ,,,,
EN3099 ,Công nghệ xanh,3.0,CC01_CC01,7/30,V,CC01, ,CC01, ,60,Thứ 3 ,2 3 4 5 6,H2-701 ,2 ,Thứ 3 ,9 10,A4-508 ,1 ,,,,
EN3099 ,Công nghệ xanh,3.0,CC01_CC02,1/30,V,CC01, ,CC02, ,60,Thứ 3 ,9 10,A4-508 ,1 ,Thứ 5 ,2 3 4 5 6,H2-701 ,2 ,,,,
EN3099 ,Công nghệ xanh,3.0,L01_L01,31/31,V,L01, ,L01, ,62,Thứ 3 ,2 3,H3-502 ,2 ,Thứ 5 ,7 8 9 10 11,H2-701 ,2 ,,,,
EN3099 ,Công nghệ xanh,3.0,L01_L02,30/31,V,L01, ,L02, ,62,Thứ 3 ,2 3,H3-502 ,2 ,Thứ 3 ,7 8 9 10 11,H2-701 ,2 ,,,,
EN3127 ,Sản xuất sạch hơn,3.0,CC01_CC01,7/45,V,CC01, ,CC01, ,45,Thứ 2 ,8 9,B1-206 ,1 ,Thứ 6 ,8 9,C5-304 ,1 ,,,,
EN3127 ,Sản xuất sạch hơn,3.0,L01_L01,4/80,V,L01, ,L01, ,80,Thứ 2 ,2 3,H2-207 ,2 ,Thứ 6 ,4 5,H6-313 ,2 ,,,,
EN3209 ,Mô hình hóa môi trường,3.0,CC01_CC01,0/45,V,CC01, ,CC01, ,45,Thứ 2 ,2 3,C4-302 ,1 ,Thứ 5 ,2 3,B4-402 ,1 ,,,,
EN3209 ,Mô hình hóa môi trường,3.0,L01_L01,2/80,V,L01, ,L01, ,80,Thứ 2 ,10 11,H6-411 ,2 ,Thứ 5 ,9 10,H6-214 ,2 ,,,,
GE1011 ,Địa vật lý đại cương+ kt,3.0,CC01_CC01,5/45,V,CC01, ,CC01, ,45,Thứ 6 ,4 5,B4-302 ,1 ,Thứ 6 ,10 11,B10-205 ,1 ,,,,
GE1011 ,Địa vật lý đại cương+ kt,3.0,L01_L01,80/80,V,L01, ,L01, ,80,Thứ 3 ,7 8,H1-203 ,2 ,Thứ 6 ,10 11,H1-312 ,2 ,,,,
GE1013 ,Khoa học trái đất,4.0,CC01_CC01,18/25,V,CC01, ,CC01, ,25,Thứ 2 ,7 8 9 10 11,B8-108 ,1 ,Thứ 5 ,11 12,A4-206 ,1 ,,,,
GE1013 ,Khoa học trái đất,4.0,L01_L01,30/30,V,L01, ,L01, ,60,Thứ 4 ,8 9 10 11 12,B8-108 ,1 ,Thứ 5 ,2 3,H2-403 ,2 ,,,,
GE1013 ,Khoa học trái đất,4.0,L01_L02,30/30,V,L01, ,L02, ,60,Thứ 5 ,2 3,H2-403 ,2 ,Thứ 5 ,8 9 10 11 12,B8-108 ,1 ,,,,
GE1013 ,Khoa học trái đất,4.0,L02_L03,30/30,V,L02, ,L03,,60,Thứ 4 ,2 3 4 5 6,B8-108 ,1 ,Thứ 5 ,4 5,H6-214 ,2 ,,,,
GE1013 ,Khoa học trái đất,4.0,L02_L04,15/30,V,L02, ,L04,,60,Thứ 5 ,4 5,H6-214 ,2 ,Thứ 6 ,7 8 9 10 11,B8-108 ,1 ,,,,
GE2011 ,C/sở khoa học đ/c dầukhí,3.0,CC01_CC01,0/40,V,CC01, ,CC01, ,40,Thứ 2 ,4 5,A4-507 ,1 ,Thứ 6 ,4 5,B1-301 ,1 ,,,,
GE2011 ,C/sở khoa học đ/c dầukhí,3.0,L01_L01,4/60,V,L01,,L01,,60,Thứ 3 ,7 8,H6-214 ,2 ,Thứ 5 ,4 5,H6-212 ,2 ,,,,
GE2021 ,Cơ sở thủy địa cơ học,3.0,L01_L01,9/60,V,L01, ,L01, ,60,Thứ 3 ,9 10,H1-213 ,2 ,Thứ 6 ,8 9,H1-808 ,2 ,,,,
GE2021 ,Cơ sở thủy địa cơ học,3.0,L02_L02,15/60,V,L02, ,L02, ,60,Thứ 3 ,9 10,H1-213 ,2 ,Thứ 6 ,10 11,H3-206 ,2 ,,,,
GE2037 ,Địa kỹ thuật 1,3.0,L01_L01,12/80,V,L01, ,L01, ,80,Thứ 4 ,2 3,H1-213 ,2 ,Thứ 4 ,10 11,H6-504 ,2 ,,,,
GE2037 ,Địa kỹ thuật 1,3.0,L02_L02,16/80,V,L02, ,L02, ,80,Thứ 4 ,2 3,H1-213 ,2 ,Thứ 4 ,8 9,H3-502 ,2 ,,,,
GE2041 ,Địa vật lý dầu khí,3.0,CC01_CC01,15/45,V,CC01, ,CC01, ,45,Thứ 4 ,7 8,B4-306 ,1 ,Thứ 6 ,2 3,C4-501 ,1 ,,,,
GE2041 ,Địa vật lý dầu khí,3.0,L01_L01,45/60,V,L01,,L01,,60,Thứ 5 ,2 3,H3-405 ,2 ,Thứ 6 ,2 3,H3-101 ,2 ,,,,
GE3079 ,P/pháp viễn thám & gis,3.0,CC01_CC01,0/40,V,CC01, ,CC01, ,40,Thứ 5 ,8 9 10 11 12,C5-101 ,1 ,Thứ 6 ,9 10,B1-206 ,1 ,,,,
GE3079 ,P/pháp viễn thám & gis,3.0,L01_L01,0/40,V,L01, ,L01, ,80,Thứ 3 ,8 9 10 11 12,C5-101 ,1 ,Thứ 6 ,4 5,H2-401 ,2 ,,,,
GE3079 ,P/pháp viễn thám & gis,3.0,L01_L02,0/40,V,L01, ,L02, ,80,Thứ 5 ,8 9 10 11 12,C5-101 ,1 ,Thứ 6 ,4 5,H2-401 ,2 ,,,,
IU1003 ,Vẽ kỹ thuật bảo dưỡng,3.0,L01_L01,73/80,V,L01, ,L01, ,80,Thứ 4 ,7 8,H2-405 ,2 ,Thứ 6 ,2 3,H6-516 ,2 ,,,,
IU2001 ,Cơ học vật liệu,3.0,L01_L01,23/80,V,L01, ,L01, ,80,Thứ 2 ,10 11,H6-510 ,2 ,Thứ 3 ,2 3,H3-102 ,2 ,,,,
IU2001 ,Cơ học vật liệu,3.0,L02_L02,36/80,V,L02, ,L02, ,80,Thứ 2 ,4 5,H3-102 ,2 ,Thứ 3 ,10 11,H1-703 ,2 ,,,,
IU2003 ,Mạch điện,3.0,L01_L01,21/80,V,L01, ,L01, ,80,Thứ 2 ,7 8,H1-308 ,2 ,Thứ 5 ,2 3,H2-304 ,2 ,,,,
IU2003 ,Mạch điện,3.0,L02_L02,35/80,V,L02, ,L02, ,80,Thứ 2 ,2 3,H3-405 ,2 ,Thứ 5 ,4 5,H2-407 ,2 ,,,,
IU2011 ,Kỹ thuật điện tử,3.0,L01_L01,20/20,V,L01,,L01,,40,Thứ 3 ,7 8,H1-308 ,2 ,Thứ 6 ,7 8 9 10 11,C1-206B ,1 ,,,,
IU2011 ,Kỹ thuật điện tử,3.0,L01_L02,8/20,V,L01,,L02,,40,Thứ 3 ,7 8,H1-308 ,2 ,Thứ 6 ,7 8 9 10 11,C1-206B ,1 ,,,,
IU2023 ,P/pháp tính &lập trình C,3.0,L01_L01,34/60,V,L01, ,L01, ,60,Thứ 3 ,4 5,H2-404 ,2 ,Thứ 6 ,8 9,H2-407 ,2 ,,,,
IU2023 ,P/pháp tính &lập trình C,3.0,L02_L02,26/60,V,L02, ,L02, ,60,Thứ 3 ,8 9,H6-504 ,2 ,Thứ 6 ,2 3,H1-302 ,2 ,,,,
IU3011 ,Kỹ thuật lập trình PLC,3.0,L01_L01,25/25,V,L01,,L01,,25,Thứ 3 ,9 10,H1-106 ,2 ,Thứ 5 ,2 3 4 5 6,C1-207B ,1 ,,,,
IU3017 ,Kỹ thuật số,3.0,L01_L01,25/25,V,L01, ,L01, ,75,Thứ 4 ,2 3,H1-312 ,2 ,Thứ 6 ,2 3 4 5 6,C1-204B ,1 ,,,,
IU3017 ,Kỹ thuật số,3.0,L01_L02,24/25,V,L01, ,L02, ,75,Thứ 4 ,2 3,H1-312 ,2 ,Thứ 5 ,2 3 4 5 6,C1-204B ,1 ,,,,
IU3017 ,Kỹ thuật số,3.0,L01_L03,0/25,V,L01, ,L03, ,75,Thứ 4 ,2 3,H1-312 ,2 ,Thứ 4 ,8 9 10 11 12,C1-204B ,1 ,,,,
IU3017 ,Kỹ thuật số,3.0,L02_L04,0/25,V,L02, ,L04, ,75,Thứ 2 ,2 3 4 5 6,C1-204B ,1 ,Thứ 4 ,9 10,H3-405 ,2 ,,,,
IU3017 ,Kỹ thuật số,3.0,L02_L05,21/25,V,L02, ,L05, ,75,Thứ 3 ,8 9 10 11 12,C1-204B ,1 ,Thứ 4 ,9 10,H3-405 ,2 ,,,,
IU3017 ,Kỹ thuật số,3.0,L02_L06,0/25,V,L02, ,L06, ,75,Thứ 4 ,9 10,H3-405 ,2 ,Thứ 6 ,8 9 10 11 12,C1-204B ,1 ,,,,
IU3017 ,Kỹ thuật số,3.0,L03_L07,2/25,V,L03, ,L07, ,75,Thứ 5 ,2 3,H2-404 ,2 ,Thứ 5 ,8 9 10 11 12,C1-204B ,1 ,,,,
IU3017 ,Kỹ thuật số,3.0,L03_L08,1/25,V,L03, ,L08, ,75,Thứ 3 ,2 3 4 5 6,C1-204B ,1 ,Thứ 5 ,2 3,H2-404 ,2 ,,,,
IU3017 ,Kỹ thuật số,3.0,L03_L09,2/25,V,L03, ,L09, ,75,Thứ 2 ,8 9 10 11 12,C1-204B ,1 ,Thứ 5 ,2 3,H2-404 ,2 ,,,,
IU3057 ,Công nghệ cơ khí 1,3.0,L01_L01,32/45,V,L01,,L01,,45,Thứ 2 ,7 8,H3-101 ,2 ,Thứ 2 ,9 10,H3-305 ,2 ,,,,
IU3059 ,Công nghệ điện,4.0,L01_L01,25/25,V,L01,,L01,,50,Thứ 2 ,2 3 4,H3-303 ,2 ,Thứ 7 ,2 3 4 5 6,C1-204B ,1 ,,,,
IU3059 ,Công nghệ điện,4.0,L01_L02,10/25,V,L01,,L02,,50,Thứ 2 ,2 3 4,H3-303 ,2 ,Chủ nhật ,2 3 4 5 6,C1-204B ,1 ,,,,
IU3061 ,Công nghệ cơ khí 2,3.0,L01_L01,20/20,V,L01,,L01,,40,Thứ 3 ,2 3,H2-405 ,2 ,Thứ 7 ,7 8 9 10 11,C1-204B ,1 ,,,,
IU3061 ,Công nghệ cơ khí 2,3.0,L01_L02,3/20,V,L01,,L02,,40,Thứ 3 ,2 3,H2-405 ,2 ,Thứ 4 ,2 3 4 5 6,C1-204B ,1 ,,,,
IU3063 ,Công nghệ khí nén,3.0,L01_L01,25/25,V,L01, ,L01, ,75,Thứ 4 ,4 5,H1-302 ,2 ,Thứ 5 ,8 9 10 11 12,C1-106B ,1 ,,,,
IU3063 ,Công nghệ khí nén,3.0,L01_L02,25/25,V,L01, ,L02, ,75,Thứ 2 ,8 9 10 11 12,C1-106B ,1 ,Thứ 4 ,4 5,H1-302 ,2 ,,,,
IU3063 ,Công nghệ khí nén,3.0,L01_L03,0/25,V,L01, ,L03, ,75,Thứ 3 ,8 9 10 11 12,C1-106B ,1 ,Thứ 4 ,4 5,H1-302 ,2 ,,,,
IU3063 ,Công nghệ khí nén,3.0,L02_L04,0/25,V,L02, ,L04, ,75,Thứ 4 ,7 8,H6-412 ,2 ,Thứ 6 ,8 9 10 11 12,C1-106B ,1 ,,,,
IU3063 ,Công nghệ khí nén,3.0,L02_L05,0/25,V,L02, ,L05, ,75,Thứ 2 ,2 3 4 5 6,C1-106B ,1 ,Thứ 4 ,7 8,H6-412 ,2 ,,,,
IU3063 ,Công nghệ khí nén,3.0,L02_L06,0/25,V,L02, ,L06, ,75,Thứ 4 ,7 8,H6-412 ,2 ,Thứ 5 ,2 3 4 5 6,C1-106B ,1 ,,,,
IU3063 ,Công nghệ khí nén,3.0,L03_L07,2/25,V,L03, ,L07, ,75,Thứ 3 ,9 10,H1-312 ,2 ,Thứ 4 ,2 3 4 5 6,C1-106B ,1 ,,,,
IU3063 ,Công nghệ khí nén,3.0,L03_L08,1/25,V,L03, ,L08, ,75,Thứ 3 ,9 10,H1-312 ,2 ,Thứ 6 ,2 3 4 5 6,C1-106B ,1 ,,,,
IU3063 ,Công nghệ khí nén,3.0,L03_L09,0/25,V,L03, ,L09, ,75,Thứ 3 ,2 3 4 5 6,C1-106B ,1 ,Thứ 3 ,9 10,H1-312 ,2 ,,,,
IU3065 ,Công nghệ cơ khí 3,3.0,L01_L01,0/25,V,L01, ,L01, ,75,Thứ 2 ,4 5,H1-801 ,2 ,Thứ 2 ,8 9 10 11 12,C1-107B2 ,1 ,,,,
IU3065 ,Công nghệ cơ khí 3,3.0,L01_L02,25/25,V,L01, ,L02, ,75,Thứ 2 ,4 5,H1-801 ,2 ,Thứ 6 ,7 8 9 10 11,C1-107B2 ,1 ,,,,
IU3065 ,Công nghệ cơ khí 3,3.0,L01_L03,0/25,V,L01, ,L03, ,75,Thứ 2 ,4 5,H1-801 ,2 ,Thứ 4 ,8 9 10 11 12,C1-107B2 ,1 ,,,,
IU3065 ,Công nghệ cơ khí 3,3.0,L02_L04,1/25,V,L02, ,L04, ,75,Thứ 2 ,2 3,H6-211 ,2 ,Thứ 5 ,2 3 4 5 6,C1-107B2 ,1 ,,,,
IU3065 ,Công nghệ cơ khí 3,3.0,L02_L05,0/25,V,L02, ,L05, ,75,Thứ 2 ,2 3,H6-211 ,2 ,Thứ 3 ,2 3 4 5 6,C1-107B2 ,1 ,,,,
IU3065 ,Công nghệ cơ khí 3,3.0,L02_L06,0/25,V,L02, ,L06, ,75,Thứ 2 ,2 3,H6-211 ,2 ,Thứ 3 ,8 9 10 11 12,C1-107B2 ,1 ,,,,
IU3065 ,Công nghệ cơ khí 3,3.0,L03_L07,25/25,V,L03, ,L07, ,75,Thứ 5 ,4 5,H6-310 ,2 ,Thứ 6 ,8 9 10 11 12,C1-107B2 ,1 ,,,,
IU3065 ,Công nghệ cơ khí 3,3.0,L03_L08,0/25,V,L03, ,L08, ,75,Thứ 5 ,4 5,H6-310 ,2 ,Thứ 5 ,8 9 10 11 12,C1-107B2 ,1 ,,,,
IU3065 ,Công nghệ cơ khí 3,3.0,L03_L09,1/25,V,L03, ,L09, ,75,Thứ 5 ,4 5,H6-310 ,2 ,Thứ 6 ,2 3 4 5 6,C1-107B2 ,1 ,,,,
IU3067 ,Công nghệ lạnh &điều hòa,3.0,L01_L01,21/21,V,L01,,L01,,21,Thứ 4 ,7 8 9 10 11,C1-102B ,1 ,Thứ 6 ,4 5,H6-206 ,2 ,,,,
IU4015 ,Công nghệ thủy lực,3.0,L01_L01,17/20,V,L01,,L01,,40,Thứ 6 ,4 5,H6-210 ,2 ,Thứ 6 ,8 9 10 11 12,C1-104B ,1 ,,,,
IU4015 ,Công nghệ thủy lực,3.0,L01_L02,0/20,V,L01,,L02,,40,Thứ 3 ,7 8 9 10 11,C1-104B ,1 ,Thứ 6 ,4 5,H6-210 ,2 ,,,,
IU4019 ,An toàn &m/trường trg bd,3.0,L01_L01,56/60,V,L01, ,L01, ,60,Thứ 3 ,2 3,H1-305 ,2 ,Thứ 6 ,2 3,H1-305 ,2 ,,,,
IU4019 ,An toàn &m/trường trg bd,3.0,L02_L02,0/60,V,L02, ,L02, ,60,Thứ 3 ,10 11,H1-306 ,2 ,Thứ 6 ,4 5,H1-306 ,2 ,,,,
IU4019 ,An toàn &m/trường trg bd,3.0,L03_L03,16/60,V,L03, ,L03, ,60,Thứ 5 ,11 12,H1-308 ,2 ,Thứ 6 ,10 11,H1-305 ,2 ,,,,
IU4021 ,Kỹ thuật bảo trì,3.0,L01_L01,20/20,V,L01, ,L01, ,60,Thứ 3 ,8 9 10 11 12,C1-107B2 ,1 ,Thứ 4 ,10 11,H1-403 ,2 ,,,,
IU4021 ,Kỹ thuật bảo trì,3.0,L01_L02,0/20,V,L01, ,L02, ,60,Thứ 4 ,2 3 4 5 6,C1-107B2 ,1 ,Thứ 4 ,10 11,H1-403 ,2 ,,,,
IU4021 ,Kỹ thuật bảo trì,3.0,L01_L03,0/20,V,L01, ,L03, ,60,Thứ 2 ,2 3 4 5 6,C1-107B2 ,1 ,Thứ 4 ,10 11,H1-403 ,2 ,,,,
IU4021 ,Kỹ thuật bảo trì,3.0,L02_L04,3/20,V,L02, ,L04, ,60,Thứ 4 ,4 5,H1-106 ,2 ,Thứ 4 ,8 9 10 11 12,C1-107B2 ,1 ,,,,
IU4021 ,Kỹ thuật bảo trì,3.0,L02_L05,0/20,V,L02, ,L05, ,60,Thứ 4 ,4 5,H1-106 ,2 ,Thứ 6 ,2 3 4 5 6,C1-107B2 ,1 ,,,,
IU4021 ,Kỹ thuật bảo trì,3.0,L02_L06,0/20,V,L02, ,L06, ,60,Thứ 2 ,8 9 10 11 12,C1-107B2 ,1 ,Thứ 4 ,4 5,H1-106 ,2 ,,,,
IU4021 ,Kỹ thuật bảo trì,3.0,L03_L07,0/20,V,L03, ,L07, ,60,Thứ 2 ,7 8,H1-310 ,2 ,Thứ 3 ,2 3 4 5 6,C1-107B2 ,1 ,,,,
IU4021 ,Kỹ thuật bảo trì,3.0,L03_L08,20/20,V,L03, ,L08, ,60,Thứ 2 ,7 8,H1-310 ,2 ,Thứ 5 ,2 3 4 5 6,C1-107B2 ,1 ,,,,
IU4021 ,Kỹ thuật bảo trì,3.0,L03_L09,20/20,V,L03, ,L09, ,60,Thứ 2 ,7 8,H1-310 ,2 ,Thứ 5 ,8 9 10 11 12,C1-107B2 ,1 ,,,,
IU4025 ,Chi phí bảo trì,3.0,L01_L01,60/60,V,L01, ,L01, ,60,Thứ 2 ,10 11,H6-504 ,2 ,Thứ 3 ,4 5,H1-801 ,2 ,,,,
MA1001 ,Nhập môn về kỹ thuật,3.0,CC01_CC01,4/30,V,CC01, ,CC01, ,30,Thứ 2 ,8 9 10 11 12,H2-102 ,2 ,Thứ 3 ,9 10,B1-308 ,1 ,Thứ 5 ,10 11,A4-203 ,1 
MA1003 ,Cơ sở khoa học vật liệu,3.0,P01_P01,15/80,V,P01, ,P01, ,80,Thứ 6 ,2 3,B1-302 ,1 ,Thứ 6 ,4 5,A4-204 ,1 ,,,,
MA2007 ,Hóa học polyme,3.0,P01_P01,14/80,V,P01, ,P01, ,80,Thứ 2 ,9 10,C5-402 ,1 ,Thứ 6 ,11 12,A4-204 ,1 ,,,,
MA2035 ,Công nghệ vật liệu,3.0,L01_L01,64/80,V,L01, ,L01, ,80,Thứ 4 ,9 10,H6-310 ,2 ,Thứ 4 ,11 12,H3-405 ,2 ,,,,
MA2035 ,Công nghệ vật liệu,3.0,L02_L02,33/80,V,L02, ,L02, ,80,Thứ 4 ,2 3,H1-703 ,2 ,Thứ 4 ,7 8,H6-512 ,2 ,,,,
MA2035 ,Công nghệ vật liệu,3.0,L03_L03,69/80,V,L03, ,L03, ,80,Thứ 4 ,4 5,H6-206 ,2 ,Thứ 5 ,4 5,H6-516 ,2 ,,,,
MA2037 ,Hóa lý - cn vật liệu,3.0,L01_L01,20/30,V,L01, ,L01, ,60,Thứ 3 ,2 3,H2-205 ,2 ,Thứ 3 ,7 8,H2-401 ,2 ,Thứ 5 ,8 9 10 11 12,H2-105 ,2 
MA2037 ,Hóa lý - cn vật liệu,3.0,L01_L02,12/30,V,L01, ,L02, ,60,Thứ 2 ,8 9 10 11 12,H2-105 ,2 ,Thứ 3 ,2 3,H2-205 ,2 ,Thứ 3 ,7 8,H2-401 ,2 
MA2037 ,Hóa lý - cn vật liệu,3.0,L02_L03,22/30,V,L02, ,L03, ,60,Thứ 2 ,2 3 4 5 6,H2-105 ,2 ,Thứ 3 ,4 5,H1-403 ,2 ,Thứ 3 ,7 8,H2-401 ,2 
MA2037 ,Hóa lý - cn vật liệu,3.0,L02_L04,18/30,V,L02, ,L04, ,60,Thứ 3 ,4 5,H1-403 ,2 ,Thứ 3 ,7 8,H2-401 ,2 ,Thứ 4 ,2 3 4 5 6,H2-105 ,2 
MA2037 ,Hóa lý - cn vật liệu,3.0,L03_L05,22/30,V,L03, ,L05, ,60,Thứ 3 ,9 10,H2-401 ,2 ,Thứ 4 ,2 3,H3-502 ,2 ,Thứ 4 ,8 9 10 11 12,H2-105 ,2 
MA2037 ,Hóa lý - cn vật liệu,3.0,L03_L06,24/30,V,L03, ,L06, ,60,Thứ 3 ,2 3 4 5 6,H2-105 ,2 ,Thứ 3 ,9 10,H2-401 ,2 ,Thứ 4 ,2 3,H3-502 ,2 
MA2037 ,Hóa lý - cn vật liệu,3.0,L04_L07,6/30,V,L04, ,L07, ,60,Thứ 3 ,9 10,H2-401 ,2 ,Thứ 4 ,4 5,H1-310 ,2 ,Thứ 6 ,8 9 10 11 12,H2-105 ,2 
MA2037 ,Hóa lý - cn vật liệu,3.0,L04_L08,6/30,V,L04, ,L08, ,60,Thứ 3 ,9 10,H2-401 ,2 ,Thứ 4 ,4 5,H1-310 ,2 ,Thứ 5 ,2 3 4 5 6,H2-105 ,2 
MA2039 ,Hóa hữu cơ - cn vật liệu,3.0,L01_L01,18/30,V,L01, ,L01, ,60,Thứ 5 ,8 9 10 11 12,H2-104 ,2 ,Thứ 6 ,4 5,H3-302 ,2 ,,,,
MA2039 ,Hóa hữu cơ - cn vật liệu,3.0,L01_L02,12/30,V,L01, ,L02, ,60,Thứ 2 ,2 3 4 5 6,H2-104 ,2 ,Thứ 6 ,4 5,H3-302 ,2 ,,,,
MA2041 ,Hóa vô cơ - cn vật liệu,3.0,L01_L01,30/30,V,L01,,L01, ,60,Thứ 5 ,2 3 4 5 6,H2-101 ,2 ,Thứ 5 ,9 10,H1-312 ,2 ,Thứ 5 ,11 12,H1-801 ,2 
MA2041 ,Hóa vô cơ - cn vật liệu,3.0,L01_L02,30/30,V,L01,,L02, ,60,Thứ 2 ,2 3 4 5 6,H2-101 ,2 ,Thứ 5 ,9 10,H1-312 ,2 ,Thứ 5 ,11 12,H1-801 ,2 
MA2041 ,Hóa vô cơ - cn vật liệu,3.0,L02_L03,28/30,V,L02,,L03, ,60,Thứ 2 ,8 9 10 11 12,H2-101 ,2 ,Thứ 3 ,9 10,H6-214 ,2 ,Thứ 5 ,2 3,H3-103 ,2 
MA2041 ,Hóa vô cơ - cn vật liệu,3.0,L02_L04,26/30,V,L02,,L04, ,60,Thứ 3 ,9 10,H6-214 ,2 ,Thứ 5 ,2 3,H3-103 ,2 ,Thứ 5 ,8 9 10 11 12,H2-101 ,2 
MA2041 ,Hóa vô cơ - cn vật liệu,3.0,L03_L05,1/30,V,L03,,L05,,60,Thứ 2 ,5 6,H6-214 ,2 ,Thứ 5 ,7 8,H6-504 ,2 ,Thứ 6 ,7 8 9 10 11,H2-101 ,2 
MA2041 ,Hóa vô cơ - cn vật liệu,3.0,L03_L06,0/30,V,L03,,L06,,60,Thứ 2 ,5 6,H6-214 ,2 ,Thứ 3 ,7 8 9 10 11,H2-101 ,2 ,Thứ 5 ,7 8,H6-504 ,2 
